mk,position,track,streams,url,id,popularity,followers,genres,type
is,27,Strip That Down,2445,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
nl,33,Strip That Down,89902,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
ee,22,Strip That Down,1386,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
cl,141,Strip That Down,12740,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
au,4,Strip That Down,162032,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
bg,22,Strip That Down,1048,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
cz,15,Strip That Down,6366,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
hu,20,Strip That Down,5066,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
tr,52,Strip That Down,14143,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
jp,12,Strip That Down,9888,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
fr,60,Strip That Down,47799,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
gb,6,Strip That Down,417830,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
ec,93,Strip That Down,2882,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
bo,76,Strip That Down,1319,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
it,54,Strip That Down,51840,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
gt,91,Strip That Down,1662,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
ca,13,Strip That Down,100746,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
mt,7,Strip That Down,1970,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
tw,13,Strip That Down,13923,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
pl,19,Strip That Down,22652,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
id,12,Strip That Down,42526,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
hn,97,Strip That Down,1234,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
dk,18,Strip That Down,44601,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
pt,19,Strip That Down,12381,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
es,87,Strip That Down,35344,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
uy,105,Strip That Down,1634,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
ie,6,Strip That Down,36430,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
sk,14,Strip That Down,2274,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
do,95,Strip That Down,1520,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
nz,4,Strip That Down,36128,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
no,34,Strip That Down,56718,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
br,81,Strip That Down,83710,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
sg,9,Strip That Down,27391,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
ch,25,Strip That Down,13652,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
sv,68,Strip That Down,1374,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
co,95,Strip That Down,6546,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
be,29,Strip That Down,15248,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
at,11,Strip That Down,15306,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
hk,8,Strip That Down,9242,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
ph,3,Strip That Down,141240,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
us,25,Strip That Down,630058,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
lt,15,Strip That Down,2062,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,5pUo3fmmHT8bhCyHE52hA6,87,377376,,artist
ph,120,You And Me,25052,https://open.spotify.com/track/7L605WhF5EGf34ggj87yK6,5PokPZn11xzZXyXSfnvIM3,69,463351,"alternative metal,neo mellow,pop,pop christmas,pop rock,post-grunge",artist
sg,167,You And Me,3836,https://open.spotify.com/track/7L605WhF5EGf34ggj87yK6,5PokPZn11xzZXyXSfnvIM3,69,463351,"alternative metal,neo mellow,pop,pop christmas,pop rock,post-grunge",artist
nl,90,Succesvol,41660,https://open.spotify.com/track/69c3ANqlLXcVPt80fQonP6,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
nl,1,Krantenwijk,313710,https://open.spotify.com/track/1X8py2jInjgIQ9Y9roDQZC,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
nl,45,Kleine Jongen,77002,https://open.spotify.com/track/0Ub2WcpO3sjeDPZhc1iRoa,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
nl,133,Wat Een Tijd Om Te Leven,26256,https://open.spotify.com/track/5TS2ugx89E0hls8wtrR8vL,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
be,96,Liegen Voor Jou,5050,https://open.spotify.com/track/1Tdjuqth02Y1CNeVMb6UwZ,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
nl,83,Batterij,47778,https://open.spotify.com/track/00cGr3oLNjjESBJ3OQyyCE,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
nl,75,Volume,50668,https://open.spotify.com/track/36hJijGKl67dsUof8JiwbC,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
nl,2,Loterij,296131,https://open.spotify.com/track/260azNxQzQIloG7OpjQtTC,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
be,184,Nooit Meer / Ooit Weer,3133,https://open.spotify.com/track/48uizmUTBowYMNMKmlkyKn,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
nl,11,Alleen,163602,https://open.spotify.com/track/1VDFn1PCpp8EOXLMURS8kP,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
be,107,Volume,4547,https://open.spotify.com/track/36hJijGKl67dsUof8JiwbC,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
nl,65,Halen & Trekken,59122,https://open.spotify.com/track/3vqjXbhl94arOKzVZSBMsL,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
nl,14,Net Iets Meer,136228,https://open.spotify.com/track/2SdXCB4OPo6J6Yc7V249pS,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
nl,96,Vliegtuig,37952,https://open.spotify.com/track/5n6PqPeh9jHIJDrTJabsDf,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
be,37,Loterij,13558,https://open.spotify.com/track/260azNxQzQIloG7OpjQtTC,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
nl,99,Jij & Ik,37112,https://open.spotify.com/track/6K15vbGia4CiKLoqO6ANE9,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
be,174,Gemaakt Voor Dit,3256,https://open.spotify.com/track/7GikqtK826hJgqpcFU4sVM,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
be,151,Net Iets Meer,3658,https://open.spotify.com/track/2SdXCB4OPo6J6Yc7V249pS,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
nl,97,Opladen / Loslaten,37583,https://open.spotify.com/track/7JRXJ6sAIbs2VC4q03xS10,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
be,173,Vliegtuig,3258,https://open.spotify.com/track/5n6PqPeh9jHIJDrTJabsDf,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
be,8,Alleen,24097,https://open.spotify.com/track/1VDFn1PCpp8EOXLMURS8kP,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
nl,48,Gemaakt Voor Dit,75174,https://open.spotify.com/track/7GikqtK826hJgqpcFU4sVM,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
be,167,Jongens Van De Stad,3340,https://open.spotify.com/track/5ta5PNyQ2FquafJ8BxUs3k,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
be,79,Kleine Jongen,5774,https://open.spotify.com/track/0Ub2WcpO3sjeDPZhc1iRoa,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
be,7,Krantenwijk,24450,https://open.spotify.com/track/1X8py2jInjgIQ9Y9roDQZC,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
be,160,Commotie,3498,https://open.spotify.com/track/4nomi6sWpSWVIqwS9wgZMi,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
nl,44,Liegen Voor Jou,78829,https://open.spotify.com/track/1Tdjuqth02Y1CNeVMb6UwZ,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
nl,103,Nooit Meer / Ooit Weer,36042,https://open.spotify.com/track/48uizmUTBowYMNMKmlkyKn,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
nl,155,Loyaal Voor Het Spelletje 2,23047,https://open.spotify.com/track/7kowtfGYtmt32mHjqcLQQW,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
nl,127,1.5,28301,https://open.spotify.com/track/0vwd2PdzIUfVJvQAv2Aai0,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
be,119,Halen & Trekken,4290,https://open.spotify.com/track/3vqjXbhl94arOKzVZSBMsL,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
nl,111,Laat Me,32470,https://open.spotify.com/track/7wlOhy1jqGtCinBYOhd7z8,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
be,126,Succesvol,4171,https://open.spotify.com/track/69c3ANqlLXcVPt80fQonP6,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
nl,69,Jongens Van De Stad,57197,https://open.spotify.com/track/5ta5PNyQ2FquafJ8BxUs3k,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
nl,100,Commotie,36711,https://open.spotify.com/track/4nomi6sWpSWVIqwS9wgZMi,3AlRiyjMywTVNzTcHbf9QT,82,135892,"deep dutch hip hop,dutch hip hop",artist
us,141,Flex Like Ouu,197098,https://open.spotify.com/track/3kkObn08oHrNmCFHSNR0jD,3wyVrVrFCkukjdVIdirGVY,77,231723,"dwn trap,rap,southern hip hop,trap music,underground hip hop",artist
pe,47,Tienes La Magia,19367,https://open.spotify.com/track/3cx2712k0b6hvlJC0q27rL,53F3cdrVpYq5iM4iaa6AQ3,54,9214,pop reggaeton,artist
gt,166,XO TOUR Llif3,1068,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
hn,115,XO TOUR Llif3,1087,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
tw,61,XO TOUR Llif3,5546,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
sv,107,XO TOUR Llif3,1048,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
nz,13,XO TOUR Llif3,25810,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
pl,28,XO TOUR Llif3,18961,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
pt,16,XO TOUR Llif3,12883,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
lv,12,XO TOUR Llif3,1953,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
nl,89,XO TOUR Llif3,43248,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
se,48,XO TOUR Llif3,71172,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
ph,58,XO TOUR Llif3,44022,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
pa,70,XO TOUR Llif3,1838,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
tr,71,XO TOUR Llif3,10342,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
hu,40,XO TOUR Llif3,3511,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
us,101,Money Longer,244780,https://open.spotify.com/track/0B8QzDH7YWih85V5SEMnyJ,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
at,56,XO TOUR Llif3,5379,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
it,95,XO TOUR Llif3,27563,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
us,2,XO TOUR Llif3,1423588,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
fr,101,XO TOUR Llif3,34657,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
ca,122,Money Longer,23887,https://open.spotify.com/track/0B8QzDH7YWih85V5SEMnyJ,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
hk,37,XO TOUR Llif3,5175,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
gr,14,XO TOUR Llif3,3265,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
fi,59,XO TOUR Llif3,18866,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
cr,85,XO TOUR Llif3,3478,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
gb,29,XO TOUR Llif3,182499,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
bg,14,XO TOUR Llif3,1176,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
us,198,Do What I Want,161997,https://open.spotify.com/track/4IWGnyOHDrVZEtPWfs4s7q,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
lt,19,XO TOUR Llif3,1947,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
au,28,XO TOUR Llif3,88976,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
ie,52,XO TOUR Llif3,10509,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
sg,51,XO TOUR Llif3,11494,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
do,84,XO TOUR Llif3,1690,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
ee,16,XO TOUR Llif3,1575,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
es,122,XO TOUR Llif3,26240,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
be,43,XO TOUR Llif3,12612,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
ca,6,XO TOUR Llif3,134963,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
no,59,XO TOUR Llif3,30802,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
ch,28,XO TOUR Llif3,13058,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
cz,35,XO TOUR Llif3,4502,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
jp,49,XO TOUR Llif3,6101,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
br,132,XO TOUR Llif3,57003,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
is,11,XO TOUR Llif3,3803,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
de,63,XO TOUR Llif3,94686,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
my,44,XO TOUR Llif3,9500,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
mt,26,XO TOUR Llif3,1235,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
lu,22,XO TOUR Llif3,1113,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
id,52,XO TOUR Llif3,15249,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
mx,195,XO TOUR Llif3,37688,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
dk,25,XO TOUR Llif3,36826,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
us,117,You Was Right,223793,https://open.spotify.com/track/2ANLarE8yHVsLWW21nj79M,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
sk,34,XO TOUR Llif3,1692,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,4O15NlyKLIASxsJ0PrXPfz,91,1379860,"dwn trap,pop rap,rap,trap music",artist
tr,165,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",5841,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB,55Aa2cqylxrFIXC767Z865,94,4497203,"hip hop,pop christmas,pop rap,rap,trap music",artist
pt,148,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",2252,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB,55Aa2cqylxrFIXC767Z865,94,4497203,"hip hop,pop christmas,pop rap,rap,trap music",artist
hu,105,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",1283,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB,55Aa2cqylxrFIXC767Z865,94,4497203,"hip hop,pop christmas,pop rap,rap,trap music",artist
at,194,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",1787,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB,55Aa2cqylxrFIXC767Z865,94,4497203,"hip hop,pop christmas,pop rap,rap,trap music",artist
cz,101,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",1639,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB,55Aa2cqylxrFIXC767Z865,94,4497203,"hip hop,pop christmas,pop rap,rap,trap music",artist
nz,191,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",4143,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB,55Aa2cqylxrFIXC767Z865,94,4497203,"hip hop,pop christmas,pop rap,rap,trap music",artist
pl,133,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",5610,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB,55Aa2cqylxrFIXC767Z865,94,4497203,"hip hop,pop christmas,pop rap,rap,trap music",artist
us,199,Peek A Boo,161918,https://open.spotify.com/track/5hx4FpDZOnDVYlyoG3rMks,6icQOAFXDZKsumw3YXyusw,88,1004058,"dwn trap,pop rap,rap,trap music",artist
no,98,Bængshot,18340,https://open.spotify.com/track/6mE9ohdlJcFCpBZgMLG7i1,2pwsG2EHftKcMSzvUNYAdE,53,733,,artist
my,108,Heavy (feat. Kiiara),4055,https://open.spotify.com/track/104buTcnP2AsxqB7U1FIZ4,6XyY86QOPPrYVGvF9ch6wz,93,4845647,"alternative metal,nu metal,post-grunge,rap metal",artist
hu,144,Heavy (feat. Kiiara),1085,https://open.spotify.com/track/104buTcnP2AsxqB7U1FIZ4,6XyY86QOPPrYVGvF9ch6wz,93,4845647,"alternative metal,nu metal,post-grunge,rap metal",artist
